Genomes	Enzyme_1	Enzyme_2	Enzyme_3	Enzyme_4	Enzyme_5	Enzyme_6	Enzyme_7	Enzyme_8	Enzyme_9	Enzyme_10	Enzyme_11	Enzyme_12	Enzyme_13	Enzyme_14	Enzyme_15	Enzyme_16	Enzyme_17	Enzyme_18	Enzyme_19	Enzyme_20	Enzyme_21	Enzyme_22	Enzyme_23	Enzyme_24	Enzyme_25	Enzyme_26	Enzyme_27	Enzyme_28	Enzyme_29	Enzyme_30	Enzyme_31	Enzyme_32	Enzyme_33	Enzyme_34	Enzyme_35	Enzyme_36	Enzyme_37	Enzyme_38	Enzyme_39	Enzyme_40	Enzyme_41	Enzyme_42	Enzyme_43	Enzyme_44	Enzyme_45	Enzyme_46	Enzyme_47	Enzyme_48	Enzyme_49	Enzyme_50	Enzyme_51	Enzyme_52	Enzyme_53	Enzyme_54	Enzyme_55	Enzyme_56	Enzyme_57	Enzyme_58	Enzyme_59	Enzyme_60	Enzyme_61	Enzyme_62	Enzyme_63	Enzyme_64	Enzyme_65	Enzyme_66	Enzyme_67	Enzyme_68	Enzyme_69	Enzyme_70	Enzyme_71	Enzyme_72	Enzyme_73	Enzyme_74	Enzyme_75	Enzyme_76	Enzyme_77	Enzyme_78	Enzyme_79	Enzyme_80	Enzyme_81	Enzyme_82	Enzyme_83	Enzyme_84	Enzyme_85	Enzyme_86	Enzyme_87	Enzyme_88	Enzyme_89	Enzyme_90	Enzyme_91	Enzyme_92	Enzyme_93	Enzyme_94	Enzyme_95	Enzyme_96	Enzyme_97	Enzyme_98	Enzyme_99	Enzyme_100	Enzyme_101	Enzyme_102	Enzyme_103	Enzyme_104	Enzyme_105	Enzyme_106
Streptomyces exfoliatus JNZP01	18	1	4	2	1	3	1	3	2	2	2	2	1	4	3	1	2	4	3	4	1	7	1	3	4	0	4	4	1	5	1	1	1	2	3	14	3	2	1	1	5	2	1	1	1	1	2	1	4	1	2	1	1	1	2	1	13	1	1	1	16	3	1	2	1	1	4	5	1	1	17	1	2	2	0	5	10	1	2	1	1	3	1	1	2	1	2	6	6	1	2	1	1	2	1	1	1	1	1	0	2	3	1	7	3	1
Streptomyces sp. NRRL B-2790 JOHI01	10	1	4	2	1	3	1	6	1	2	4	3	1	4	4	1	1	3	3	3	1	7	1	1	3	0	6	3	0	3	1	1	1	1	1	14	1	2	1	2	2	2	2	1	1	1	2	1	4	1	1	1	1	1	2	3	10	1	1	1	13	2	1	2	1	1	3	5	1	1	10	2	1	3	0	3	7	2	1	1	1	6	1	1	3	3	1	6	9	0	2	1	2	3	1	1	3	1	1	1	1	2	1	4	5	1
Streptomyces xylophagus JNWO01	26	2	7	2	1	4	1	8	2	2	4	2	1	7	5	2	5	4	3	4	1	10	1	4	4	0	8	6	2	9	1	1	1	2	2	14	1	2	1	2	4	1	2	1	2	1	2	1	4	1	2	1	1	1	2	2	14	1	1	1	16	3	1	2	1	1	7	8	1	1	17	3	1	3	1	5	12	3	3	2	2	6	1	2	5	2	2	7	12	2	3	1	1	2	1	1	2	1	1	1	2	3	1	10	4	2
Streptomyces sp. NRRL F-5126 JOFZ01	24	1	3	2	1	2	1	6	1	2	3	4	1	4	3	2	4	4	3	4	1	8	1	4	2	0	4	1	1	3	1	1	1	1	1	13	1	2	1	1	4	3	1	1	1	1	2	1	4	1	2	1	1	1	2	1	9	1	1	2	13	4	2	2	1	1	5	7	1	1	12	2	1	4	0	2	8	2	3	1	2	4	1	2	3	1	1	4	7	1	3	1	1	5	2	3	2	1	1	1	2	3	1	7	3	1
Streptomyces lividans 1326 APVM01	22	2	5	2	2	3	1	6	2	2	4	2	1	6	5	2	3	5	3	3	1	10	1	3	4	1	7	4	1	5	1	1	1	1	1	16	1	2	1	1	3	2	1	1	1	1	2	1	5	2	2	2	1	1	2	2	12	1	2	2	13	1	1	2	2	1	6	6	1	1	12	1	2	4	0	3	10	2	2	3	2	4	1	3	4	2	2	8	8	1	4	1	1	2	1	1	2	1	1	1	2	3	1	7	4	1
Streptomyces aureofaciens NRRL B-1286 JNWR01	15	0	6	3	1	2	1	4	1	2	4	2	1	4	4	1	2	3	2	5	1	2	1	4	5	1	9	4	2	6	1	2	1	1	1	12	3	2	2	1	6	2	1	1	1	1	1	1	5	1	2	1	1	1	1	1	18	1	1	1	18	8	1	2	1	1	6	3	2	1	18	2	1	3	1	2	11	2	3	1	1	3	2	1	3	1	2	8	5	1	1	1	2	2	1	1	1	1	1	1	2	3	1	9	5	1
Streptomyces sp. NRRL F-2305 JOFW01	15	2	4	1	1	3	1	5	1	2	2	2	1	5	4	1	2	4	3	5	1	4	1	3	4	2	10	5	1	4	1	2	1	1	1	14	1	3	1	1	4	2	4	1	1	2	1	2	5	1	2	1	1	1	2	1	8	1	1	1	11	3	1	2	1	1	4	5	1	1	10	1	1	5	0	4	7	1	3	2	1	4	1	2	4	3	1	6	8	1	3	1	2	2	1	1	1	1	1	1	2	3	1	6	3	1
Streptomyces sp. NRRL F-6131 JOHN01	25	1	3	2	1	3	2	4	1	2	2	2	1	4	3	1	2	4	2	3	1	6	1	3	4	1	7	3	1	6	1	1	1	2	4	11	1	3	2	1	3	3	2	1	1	1	2	2	4	1	2	1	1	2	1	1	13	1	1	3	17	4	1	2	2	1	4	3	1	1	15	5	1	5	0	2	6	3	2	1	1	3	1	1	5	2	2	5	5	1	1	2	2	2	1	1	1	1	1	1	2	3	1	7	6	1
Streptomyces sp. NRRL F-4835 JOIE01	13	1	5	1	3	4	1	5	2	2	2	1	1	4	3	2	1	5	3	4	1	6	1	2	4	1	7	2	2	4	1	2	1	1	1	10	1	2	1	1	4	2	1	1	2	1	1	1	6	2	2	2	1	1	2	2	11	1	2	2	12	1	1	2	1	1	5	6	1	1	11	1	1	5	0	4	8	1	3	1	0	3	1	3	1	2	1	7	10	1	2	1	1	1	1	1	2	1	1	1	2	3	1	6	3	1
Streptomyces galbus JRHJ01	17	1	7	2	1	3	1	6	2	2	2	4	1	5	4	2	4	5	3	4	1	9	1	3	4	0	9	5	1	5	1	1	1	1	2	17	1	2	1	2	3	1	1	1	2	1	2	1	5	1	2	1	1	1	2	0	12	1	1	2	13	1	1	2	1	1	5	7	1	1	13	3	1	5	0	3	8	1	2	2	2	5	1	2	5	3	3	6	7	2	3	1	1	4	2	5	2	1	1	1	2	3	1	8	3	1
Streptomyces cellulosae JOEV01	26	2	5	2	1	3	1	7	2	2	4	2	1	5	4	2	5	5	3	5	1	10	1	4	3	0	6	5	1	5	1	2	1	1	1	14	1	2	2	1	6	2	2	1	2	1	1	1	6	2	2	2	1	1	2	1	13	1	2	2	14	2	1	2	1	1	7	10	1	1	14	2	1	2	1	2	8	1	5	3	2	7	1	2	5	3	1	6	9	1	4	2	1	2	1	1	2	1	1	1	2	3	1	8	3	1
Streptomyces sp. 142MFCol31 AUKV01	19	1	7	2	1	4	1	8	1	2	5	2	1	5	5	2	3	7	3	3	1	8	1	3	3	0	9	4	1	4	2	3	1	1	1	14	1	4	1	1	3	2	1	1	1	1	2	1	4	1	2	1	1	1	2	1	12	2	1	1	17	3	1	2	1	1	6	7	1	1	13	2	1	2	0	3	9	2	2	3	2	4	1	1	5	4	2	5	12	1	4	2	1	2	1	1	3	1	1	1	2	3	1	8	3	1
Streptomyces sp. NRRL S-1777 JOGY01	11	1	0	2	1	3	1	3	1	1	2	3	0	3	3	1	2	2	2	4	1	3	1	2	2	3	5	2	1	4	0	2	1	1	0	12	1	4	2	1	4	2	3	1	2	2	2	1	3	2	1	2	0	2	2	1	10	1	2	3	11	2	1	3	1	1	3	3	1	1	10	2	1	3	0	1	8	1	3	1	1	3	1	1	2	1	2	3	3	1	1	1	2	4	1	1	2	1	1	1	1	3	1	6	5	1
Streptomyces fulvoviolaceus JOEY01	28	2	6	4	1	2	1	7	2	2	5	2	1	5	3	2	3	6	3	5	1	17	1	3	4	0	8	5	1	7	1	2	1	1	1	14	1	3	2	2	3	1	1	1	3	1	2	1	5	1	2	1	1	1	3	1	15	1	1	2	18	2	1	2	1	1	6	13	1	1	17	4	2	3	1	4	12	3	2	3	2	9	2	2	5	3	2	7	12	2	3	1	2	2	1	2	2	1	1	1	2	3	1	9	4	3
Streptomyces lavendulae subsp. lavendulae JOBU01	12	1	6	1	1	4	1	5	2	2	4	3	1	5	3	1	2	4	3	3	1	4	1	3	4	0	6	3	1	4	1	2	1	2	1	12	1	3	2	1	3	2	1	1	1	1	1	1	4	1	2	1	1	1	1	1	11	1	1	2	13	2	2	2	1	1	4	3	1	1	15	2	1	3	0	2	6	2	2	1	2	4	1	2	3	1	1	7	8	1	1	2	3	3	2	2	1	1	1	1	2	3	1	5	5	1
Streptomyces sp. NRRL B-5680 JOGG01	14	1	6	2	1	2	1	4	1	2	4	3	1	4	4	1	2	3	2	4	1	4	1	4	4	1	8	4	2	6	1	2	1	1	1	10	2	3	2	1	6	2	1	0	1	1	2	2	4	1	2	1	1	1	1	1	16	1	1	1	19	7	1	2	2	1	5	3	2	1	17	2	1	3	0	2	9	2	4	1	1	2	1	1	4	1	2	7	4	1	1	1	2	3	2	2	1	1	1	1	2	3	1	9	3	1
Streptomyces novaecaesareae JNWQ01	14	1	4	2	1	2	1	4	1	2	2	3	1	4	3	1	1	4	2	3	1	3	1	4	3	0	5	3	1	5	1	1	1	1	2	11	1	2	1	1	4	1	1	1	1	1	2	1	4	1	2	1	1	1	1	1	13	1	1	1	14	6	2	2	1	1	4	3	1	1	15	3	1	5	0	3	9	3	3	1	1	1	1	1	3	1	1	6	3	1	1	3	4	3	1	1	1	1	1	1	2	3	1	9	3	1
Streptomyces sp. SPB78 ACEU01	17	1	2	1	1	3	1	4	1	2	3	2	1	4	3	1	1	3	2	3	1	8	1	3	2	1	5	0	2	5	0	1	1	1	1	10	1	3	1	1	3	1	1	1	0	1	2	1	4	2	2	1	1	1	1	1	8	0	1	1	9	1	1	2	1	1	5	3	1	0	9	2	1	5	1	3	8	2	2	2	1	2	1	2	3	1	2	4	5	1	1	2	1	2	1	1	2	1	1	1	2	3	1	4	4	1
Streptomyces sp. SolWspMP-sol2th ARPF01	15	1	4	2	1	2	1	5	2	2	5	2	1	4	3	1	2	3	2	4	1	7	1	3	3	1	6	5	2	4	1	1	1	1	2	13	1	3	1	1	3	3	1	1	1	1	2	1	6	1	2	1	1	1	2	1	14	1	1	1	17	3	1	2	1	1	4	4	1	1	16	1	2	5	1	4	13	3	2	1	2	4	1	1	3	1	1	5	5	1	1	1	1	2	1	1	1	1	1	0	2	3	1	9	4	1
Streptomyces violaceoruber JOCE01	24	0	5	2	2	3	1	6	2	2	4	2	1	6	5	2	3	5	3	3	1	10	1	3	4	1	5	4	1	5	1	1	1	1	1	16	1	2	1	1	3	2	1	1	1	1	1	1	5	2	2	2	1	1	2	2	13	1	2	2	15	1	1	2	2	1	6	6	1	1	13	1	1	4	0	3	10	2	2	3	2	4	1	3	4	2	2	7	8	2	4	1	1	2	1	1	2	1	1	1	2	3	1	8	4	1
Streptomyces Flavotricini JNXV01	7	1	3	2	1	3	1	5	1	2	4	2	1	4	4	1	2	4	2	3	1	2	1	2	4	0	4	3	1	4	1	1	1	1	1	13	1	2	1	1	3	2	1	1	0	1	1	1	3	1	2	1	1	1	1	1	7	1	1	2	7	2	2	2	1	1	4	3	0	1	8	2	1	3	0	3	5	2	2	1	2	2	1	1	2	1	1	6	5	1	1	3	3	2	2	2	1	1	1	1	2	3	1	5	3	1
Streptomyces himastatinicus ATCC 53653 ACEX01	18	0	7	3	1	3	1	7	1	2	2	4	1	5	4	1	1	5	3	6	1	16	1	4	3	1	8	3	1	5	1	1	1	4	1	19	2	2	1	1	7	2	1	2	2	1	1	1	5	1	2	1	1	1	2	2	15	2	1	1	17	3	1	2	1	1	5	13	1	1	18	4	1	4	0	1	10	2	5	1	0	4	1	3	6	1	2	7	8	1	3	2	2	4	1	4	1	1	1	1	2	3	1	11	5	1
Streptomyces ruber JOAQ01	16	1	5	2	1	3	1	6	2	2	5	3	1	4	3	2	3	4	3	3	1	9	2	3	3	0	7	3	2	4	1	2	2	2	1	17	2	2	2	1	4	2	1	1	1	1	2	1	6	2	2	1	1	1	3	1	12	1	1	1	14	2	1	2	1	1	6	6	1	1	16	3	1	4	0	3	9	3	2	1	2	4	1	1	2	1	1	7	7	1	2	3	2	3	2	2	1	1	1	1	2	3	1	7	4	1
Streptomyces sp. NRRL S-325 JOIW01	15	1	4	2	2	2	1	5	2	2	4	2	1	4	2	1	1	3	2	3	1	7	1	3	2	2	6	5	2	4	1	1	1	3	2	11	2	3	1	1	4	1	1	1	1	1	2	1	3	1	2	1	1	1	2	1	10	1	1	1	11	3	1	2	1	1	4	6	1	1	11	3	1	5	1	3	9	3	2	1	2	3	1	2	4	1	1	6	7	1	3	1	1	2	1	1	1	1	1	0	2	3	1	7	3	1
Streptomyces sp. NRRL S-378 JOBX01	13	1	5	2	1	3	1	5	2	2	4	2	1	4	2	1	1	5	3	4	1	2	1	3	4	0	5	3	1	4	1	1	1	1	1	12	1	2	2	1	3	2	2	2	2	1	1	1	3	1	2	1	1	1	2	2	9	1	1	2	10	1	2	2	1	1	5	3	1	1	12	2	1	3	0	2	5	2	2	1	2	3	1	2	3	1	1	7	7	1	1	1	2	2	1	1	1	1	1	1	2	3	1	5	4	1
Streptomyces wedmorensis JNWK01	22	1	6	4	1	3	1	4	1	2	2	3	1	5	3	1	1	5	3	7	1	6	1	3	3	0	7	4	0	5	1	2	1	1	1	15	2	2	1	1	6	4	2	2	2	1	2	1	3	1	2	1	1	1	3	1	12	2	1	2	14	2	1	2	1	1	5	4	1	1	15	4	1	5	1	4	10	1	4	1	2	2	1	1	1	1	2	7	8	1	2	2	1	3	2	1	1	1	1	0	2	3	1	7	3	1
Streptomyces aureus JNZD01	19	0	4	2	1	3	1	9	1	2	4	2	1	5	4	2	4	5	3	4	1	9	1	4	4	1	4	4	2	6	1	3	1	1	1	15	1	2	1	1	4	1	1	1	1	1	3	1	3	1	2	1	1	1	2	1	11	1	1	1	14	1	2	3	1	1	5	7	1	1	14	2	1	3	1	5	11	2	3	2	2	6	1	1	3	2	2	5	11	1	2	1	2	2	1	1	2	1	1	1	2	3	1	9	5	1
Streptomyces alboflavus JNXT01	16	1	4	2	1	3	1	6	2	2	5	3	1	4	3	2	2	4	3	3	1	9	2	3	3	0	7	3	2	4	1	2	2	2	1	17	2	2	2	1	4	2	1	1	1	1	2	1	6	2	2	1	1	1	3	1	12	1	1	1	14	2	1	2	1	1	6	6	1	1	16	3	1	4	0	3	9	3	2	1	2	4	1	1	2	1	1	7	7	1	2	3	2	3	2	2	1	1	1	1	2	3	1	7	4	1
Streptomyces purpureus KA281 ARAD01	14	1	5	2	1	2	1	3	2	2	2	2	2	4	3	1	2	4	3	5	1	3	1	3	3	0	7	4	0	4	1	2	1	2	1	13	1	2	1	1	3	6	3	3	3	2	3	2	8	1	2	1	1	1	3	1	12	1	1	2	15	3	1	2	1	1	5	3	1	1	14	3	1	5	0	3	11	3	2	1	2	2	1	1	1	1	1	8	7	1	1	1	1	2	1	1	1	1	1	1	2	3	1	8	4	1
Streptomyces atroolivaceus JNXG01	18	1	4	2	2	2	1	5	2	2	4	2	1	4	3	1	1	4	2	4	1	11	1	3	4	2	8	4	3	4	1	1	1	2	2	11	1	3	1	1	3	1	1	2	2	1	2	1	5	1	2	1	1	1	2	1	12	1	1	1	12	1	2	2	1	1	5	7	1	1	12	2	1	3	1	3	9	1	2	1	2	3	1	2	3	1	1	5	7	1	2	1	1	2	1	2	1	1	1	1	2	3	1	6	3	3
Streptomyces avellaneus JOFK01	12	1	3	2	1	2	1	5	1	2	2	3	1	4	4	1	2	2	1	3	1	2	1	4	5	1	8	2	2	6	1	1	1	1	1	11	3	2	2	1	6	2	1	1	1	1	1	1	5	1	2	1	1	1	1	1	15	1	1	1	15	8	1	2	1	1	6	3	1	1	15	2	1	3	1	1	7	1	3	2	1	3	1	1	3	1	2	8	3	1	1	1	2	3	2	2	1	1	1	1	2	3	1	7	4	1
Streptomyces sp. SM8 AMPN01	13	1	2	2	1	3	1	4	2	2	3	2	1	5	4	1	2	3	2	3	1	7	1	3	1	1	4	3	2	4	1	2	2	1	1	10	1	2	1	2	3	1	1	1	1	1	1	1	4	2	2	2	2	2	1	1	10	1	2	2	11	0	1	2	1	1	6	2	1	1	10	1	1	2	1	3	8	2	2	1	1	3	1	1	3	1	1	6	7	1	1	2	1	2	1	1	1	1	1	1	2	3	1	5	3	1
Streptomyces sp. FxanaD5 ARDY01	17	0	7	2	1	3	1	5	1	2	3	2	1	4	2	2	4	5	3	3	1	6	1	3	3	0	6	5	1	4	1	1	1	1	1	11	1	2	1	1	3	1	1	1	2	1	1	1	3	1	2	1	1	1	2	1	10	1	1	1	12	2	1	2	1	1	5	7	1	1	14	4	1	3	1	5	9	3	2	2	2	5	2	5	6	1	1	6	7	1	3	1	1	2	1	2	1	1	1	1	2	3	1	8	3	1
Streptomyces sp. M10 AMZL01	17	1	4	2	1	3	1	5	2	2	2	2	1	4	3	1	2	3	2	2	1	6	1	3	2	2	4	3	1	4	1	2	1	1	1	10	1	2	1	1	2	1	1	1	1	1	1	1	4	1	2	1	1	2	1	2	8	1	1	1	10	0	1	2	1	1	6	3	1	1	11	1	1	2	1	4	7	2	1	2	2	2	1	1	3	1	1	7	7	1	0	4	2	2	1	1	1	1	1	1	2	3	1	5	3	3
Streptomyces sp. BoleA5 AREI01	20	2	4	2	1	3	1	6	2	2	4	2	2	5	4	2	3	5	2	4	1	5	1	5	3	0	7	3	1	5	1	1	1	3	1	12	1	2	1	1	3	1	1	1	1	1	2	1	3	1	2	1	1	1	2	1	9	2	1	1	11	1	1	1	1	1	6	6	1	1	13	3	1	5	0	3	10	1	2	2	2	5	1	2	3	2	2	4	8	2	2	2	1	2	1	1	1	1	1	1	2	3	1	7	4	1
Streptomyces sp. NRRL S-244 JOCX01	12	1	5	2	1	2	1	5	2	2	4	2	1	4	3	1	2	5	3	3	1	3	1	4	3	2	9	3	0	5	2	2	2	1	1	12	1	2	2	1	4	2	2	1	1	1	1	1	4	1	2	1	1	1	1	1	9	1	1	2	13	2	1	2	1	1	6	3	1	1	14	2	1	4	0	3	6	1	3	1	2	4	1	1	3	1	1	8	8	1	1	1	1	2	1	1	1	2	1	1	2	3	1	7	4	1
Streptomyces sp. LaPpAH-202 ARDM01	17	1	4	2	2	3	1	4	1	2	3	2	1	4	3	1	2	3	2	3	1	7	1	3	1	2	5	3	1	4	1	2	2	1	1	11	1	2	1	1	3	1	1	1	1	1	1	1	5	1	2	1	2	2	1	1	10	1	1	1	11	0	1	2	1	1	7	1	1	1	12	2	1	2	1	4	9	3	2	2	1	4	1	1	3	1	1	7	6	1	1	2	1	2	1	1	1	1	1	1	2	3	1	7	4	1
Streptomyces lydicus NRRL ISP-5461 JNZA01	14	1	4	2	1	2	1	5	2	2	4	2	1	4	3	1	2	5	3	4	1	8	1	3	4	0	7	4	1	5	1	1	1	1	2	14	1	2	2	1	4	1	1	1	1	1	1	1	4	1	2	1	1	1	3	2	12	1	1	1	15	1	1	2	1	1	4	6	1	1	14	4	1	5	0	2	11	3	3	1	2	3	1	1	3	1	1	6	10	1	1	1	2	2	1	1	1	1	1	1	2	3	1	5	3	1
Streptomyces sp. NRRL S-241 JOCY01	12	1	5	2	1	3	1	5	2	2	4	3	1	4	3	1	3	6	3	3	1	4	1	4	4	0	5	4	2	4	1	2	1	3	1	14	1	2	1	1	4	2	1	1	1	1	1	1	5	2	2	2	2	1	1	1	9	1	2	3	10	0	1	2	1	1	5	3	1	1	9	1	1	3	1	3	6	3	3	2	2	4	2	2	3	1	1	7	7	1	1	3	3	3	1	2	1	1	1	1	2	3	1	6	6	1
Streptomyces sp. FXJ7.023 APIV01	22	0	5	1	2	4	1	5	1	2	3	2	1	4	4	1	2	5	3	3	1	9	1	3	4	1	8	3	1	4	2	1	1	1	1	14	1	2	1	1	5	1	3	2	2	1	1	1	5	1	2	1	1	1	2	1	12	1	1	1	13	4	1	2	2	1	6	10	1	1	13	1	1	3	1	3	8	2	4	2	2	5	1	3	3	2	1	7	7	1	2	1	1	2	1	1	1	1	1	1	2	3	1	7	3	3
Streptomyces sp. NRRL F-5135 JOHR01	14	1	5	2	2	3	1	5	1	1	5	2	1	4	3	2	4	4	3	4	1	10	1	3	3	1	7	1	1	4	1	1	1	1	1	15	1	2	1	1	3	2	1	1	1	1	1	1	6	1	2	1	1	1	2	1	10	1	1	1	10	6	3	3	1	1	4	9	1	1	12	2	1	3	0	2	8	1	2	1	1	2	1	2	3	1	1	6	9	1	2	1	1	2	1	1	1	1	1	1	2	3	1	9	4	2
Streptomyces sp. NRRL B-24484 JOAI01	18	1	4	2	1	4	1	6	1	2	2	3	1	4	3	1	2	3	2	4	1	6	1	4	3	2	4	4	0	5	1	2	1	2	2	11	1	3	1	1	4	2	1	2	1	1	2	1	3	1	2	1	1	2	2	2	10	1	1	1	11	4	1	1	2	1	3	4	1	1	13	5	1	5	0	2	9	1	3	2	1	2	1	1	4	3	3	4	6	1	1	4	1	3	1	1	1	1	1	1	2	3	1	7	3	1
Streptomyces sp. NRRL F-4474 JOIB01	10	1	5	1	1	3	1	4	1	2	4	3	1	6	3	1	1	4	3	4	1	3	1	3	4	0	4	3	1	4	1	1	1	2	1	14	1	3	2	1	3	2	1	1	1	1	1	1	4	1	2	1	1	1	2	1	11	1	1	2	11	2	2	2	1	1	5	3	1	1	12	1	1	4	0	2	6	2	2	1	2	3	1	2	2	1	1	8	7	1	1	3	3	3	1	2	1	1	1	1	2	3	1	7	5	1
Streptomyces sp. SS AKXV01	16	1	4	2	1	3	1	4	1	2	2	2	1	4	2	1	1	5	3	5	1	8	1	3	3	0	8	3	0	7	1	1	1	1	1	13	2	2	1	1	6	2	1	1	1	1	2	1	3	1	2	1	1	1	2	1	9	1	1	2	12	2	1	2	1	1	3	5	1	1	11	3	1	3	1	4	9	1	4	1	2	2	1	1	1	1	2	6	6	1	2	2	1	2	1	1	1	1	1	0	2	3	1	7	3	1
Streptomyces Sp. Aw19m42 CBRG01	20	1	4	2	1	3	1	5	2	2	5	3	1	4	5	1	2	3	2	4	1	11	1	3	3	1	7	4	2	4	1	1	1	2	1	11	1	4	2	1	4	3	1	1	1	1	2	1	4	1	2	1	1	2	2	1	9	1	1	1	12	1	1	2	1	1	4	7	1	1	11	2	1	2	1	3	8	1	3	1	2	4	1	1	3	2	2	5	5	1	2	1	3	3	1	1	1	1	1	1	2	3	1	6	4	1
Streptomyces sp. CNT302 ARIM01	11	1	5	2	1	2	1	4	1	2	2	3	1	4	3	1	2	4	3	4	1	4	1	4	3	1	8	4	2	4	1	2	1	2	2	15	1	2	1	1	3	2	1	1	1	1	1	1	4	1	2	2	2	2	2	2	12	1	2	3	14	2	1	2	1	1	5	2	1	1	12	4	1	4	0	2	9	2	2	2	2	5	1	1	5	1	1	5	6	1	1	1	2	3	2	1	1	1	1	1	2	3	1	9	3	1
Streptomyces sp. NRRL S-350 JOHO01	15	1	3	3	1	2	1	4	1	2	2	2	1	4	3	1	2	3	2	3	1	3	1	3	3	0	6	4	1	6	1	1	1	1	1	10	1	3	1	1	5	1	2	2	2	1	1	1	3	2	2	2	1	1	1	1	12	1	1	1	14	2	1	2	1	1	6	3	1	1	14	2	1	3	0	2	8	2	4	1	1	2	1	1	3	1	1	7	5	1	1	3	3	2	1	1	1	1	1	1	2	3	1	6	3	1
Streptomyces sp. SA3_actF ADXB01	19	1	3	1	1	3	1	4	1	2	3	2	1	4	4	1	1	3	2	3	1	7	1	2	2	1	5	1	2	5	1	1	1	1	1	11	1	3	1	1	3	2	1	1	0	1	3	2	3	2	2	1	1	1	2	1	8	1	1	1	9	1	1	2	1	1	6	2	1	1	8	2	1	5	1	3	6	3	2	2	1	5	1	2	3	1	2	4	5	1	1	2	1	2	1	1	2	1	1	1	2	3	1	3	4	1
Streptomyces sp. DpondAA-B6 AZVE01	16	1	5	3	2	2	1	5	3	2	5	2	1	4	3	1	2	3	2	4	1	5	1	4	4	1	4	3	1	4	1	3	1	1	1	12	1	2	1	1	3	3	1	1	1	1	2	1	8	1	2	1	1	2	2	1	9	1	1	1	10	1	1	2	1	1	3	8	1	1	11	2	1	3	1	3	9	3	2	1	2	4	1	2	3	1	1	5	7	1	3	2	2	2	1	1	1	2	1	0	2	3	1	6	3	1
Streptomyces xanthophaeus JNZH01	15	1	6	1	1	3	1	5	1	2	4	2	1	4	4	1	3	4	3	3	1	6	1	3	3	0	7	4	2	4	1	2	1	2	2	14	2	2	2	1	4	2	1	1	1	1	1	1	4	1	2	1	1	2	1	1	12	1	1	2	14	0	1	2	2	1	5	3	1	1	14	2	1	5	1	5	8	4	2	1	2	4	1	1	4	1	1	7	7	1	1	1	2	2	1	2	1	1	1	1	2	3	1	6	3	1
Streptomyces turgidiscabies Car8 AEJB01	20	2	6	3	1	1	1	6	2	2	2	2	1	5	5	2	3	5	3	6	1	10	1	3	3	0	6	5	0	7	1	2	1	1	1	15	1	3	1	1	4	2	1	3	2	1	2	2	7	1	2	1	2	1	3	1	13	1	1	1	16	1	1	2	2	1	5	8	1	1	12	3	1	4	0	2	6	2	3	2	2	9	1	2	7	4	2	5	9	0	3	1	1	2	1	1	1	1	1	1	2	3	1	7	4	2
Streptomyces sp. NRRL S-98 JOJD01	12	1	5	1	1	4	1	6	2	2	4	3	1	5	4	1	2	5	3	4	1	4	1	3	4	0	5	3	1	4	1	2	1	2	1	12	1	3	2	1	4	2	1	1	1	1	1	1	4	1	2	1	1	1	1	1	11	1	1	2	12	2	2	2	1	1	4	3	1	1	15	2	1	3	0	2	6	2	3	1	2	4	1	2	2	1	1	7	8	1	1	2	3	3	1	2	1	1	1	1	2	3	1	7	5	1
Streptomyces sp. NRRL S-1314 JOHU01	16	0	5	2	1	3	1	5	1	2	3	2	1	5	3	2	4	5	3	3	1	6	1	3	3	1	6	5	1	4	1	1	1	1	1	11	1	2	1	1	3	2	1	1	1	1	2	0	4	1	2	1	1	1	2	1	10	1	1	1	12	3	1	2	1	1	5	4	1	1	12	3	1	2	0	3	8	3	2	2	2	5	1	2	7	2	1	6	7	1	3	1	1	2	1	1	1	1	1	0	2	3	1	7	3	1
Streptomyces sp. NRRL F-4335 JOFY01	12	1	5	2	1	3	1	5	2	2	4	3	1	4	3	1	2	4	3	4	1	3	1	3	3	0	5	3	2	4	1	1	1	2	1	14	1	2	1	1	5	2	1	1	1	1	1	1	4	2	2	2	2	1	1	1	9	1	2	3	10	1	1	2	1	1	4	3	1	1	10	1	1	3	1	3	6	2	4	2	2	3	1	1	2	1	1	7	8	1	1	2	3	3	1	2	1	1	1	1	2	3	1	6	4	1
Streptomyces virginiae JOAK01	12	1	5	1	1	3	1	6	2	2	4	3	1	5	4	1	2	5	3	4	1	4	1	3	4	0	5	3	1	4	1	1	1	2	1	12	1	2	2	1	4	2	1	1	1	1	1	1	4	1	2	1	1	1	1	1	11	1	1	2	12	2	2	2	1	1	4	3	1	1	15	2	1	3	0	2	6	2	3	1	2	4	1	2	2	1	1	7	8	1	1	2	3	3	1	2	1	1	1	1	2	3	1	7	5	1
Streptomyces sp. CNR698 AZXC01	11	1	5	2	1	2	1	4	1	2	2	2	1	4	3	1	2	5	3	4	1	4	1	4	3	1	10	4	3	4	1	2	1	1	2	15	1	2	1	1	3	1	1	1	1	1	1	1	5	1	2	1	1	2	2	1	13	1	1	2	15	6	1	2	1	1	7	3	1	1	15	3	1	4	0	2	9	2	2	2	2	4	1	1	4	1	1	6	7	1	1	1	1	2	1	1	1	1	1	0	2	3	1	9	3	1
